64,1
72,1
59,1
143,2
205,3
207,4
208,3
241,5
126,5
128,1
173,4
207,1
97,1
166,1
167,1
168,1
177,8
178,2
188,2
196,4
251,1
252,1
254,4
255,15
279,9
281,15
17,2
43,2
66,2
68,1
102,4
122,2
124,2
151,1
185,1
199,1
203,4
205,7
206,2
207,1
208,7
216,2
226,1
227,1
257,1
53,4
60,1
106,3
135,1
138,1
103,2
117,3
121,8
64,1
94,1
101,1
114,1
204,1
209,1
9,2
11,13
60,5
101,11
104,6
114,2
121,7
137,1
138,3
143,1
192,2
209,10
9,2
10,1
88,1
101,2
106,3
111,2
117,1
124,3
138,1
140,1
199,3
94,2
101,2
103,7
124,1
138,3
150,1
224,6
60,1
108,1
110,2
111,4
112,1
136,1
140,3
199,3
22,1
68,1
88,1
106,1
110,1
123,1
131,1
100,1
106,1
116,12
125,9
129,11
136,6
140,2
9,1
10,2
60,4
104,5
106,8
108,6
111,4
123,1
140,7
143,1
192,1
88,1
106,1
122,3
144,1
192,2
206,2
106,2
140,2
192,2
199,1
106,1
110,1
188,1
196,2
199,1
206,4
227,1
35,1
106,2
109,3
111,1
138,2
199,2
223,5
17,5
103,2
116,4
117,7
128,2
136,4
139,2
141,9
142,11
146,6
150,5
192,2
15,1
17,1
29,2
73,1
94,1
102,2
103,7
109,1
110,3
116,7
121,1
122,11
123,12
125,3
130,2
134,1
136,3
139,1
143,1
148,1
194,3
196,5
211,1
225,1
240,1
2,1
17,3
114,2
122,1
123,1
128,3
129,1
137,1
140,2
17,2
143,2
192,1
4,1
13,2
17,1
87,3
88,1
110,5
117,2
119,2
120,3
122,5
126,3
130,6
143,3
150,1
171,4
173,6
185,1
192,3
199,1
202,1
225,10
227,1
256,1
257,1
258,1
262,4
3,2
5,1
12,1
15,1
17,4
68,1
85,3
99,4
110,1
117,4
118,2
122,2
124,1
126,6
130,14
150,1
151,1
171,2
173,1
185,3
195,23
202,1
204,2
205,6
208,6
217,1
221,1
225,2
227,1
229,1
258,1
17,1
43,2
88,1
96,2
99,1
107,3
124,1
126,3
131,1
143,1
150,1
171,1
192,2
199,4
200,4
202,1
205,2
206,1
208,3
221,1
17,2
143,1
192,2
209,1
123,1
124,2
125,1
29,10
109,1
110,9
116,3
122,10
125,2
139,4
144,3
148,11
149,7
151,4
120,1
122,1
150,2
199,2
200,5
203,6
204,2
216,1
229,1
230,1
260,1
11,1
114,1
116,2
122,3
123,1
136,2
137,2
144,2
3,28
4,1
96,2
99,2
112,5
118,1
120,1
122,2
138,5
172,2
173,1
178,2
202,1
206,1
207,4
217,4
218,2
225,2
226,2
227,1
249,28
256,13
257,1
258,6
259,2
116,3
128,5
209,5
127,1
141,1
116,1
135,5
140,9
2,1
64,2
68,1
173,1
225,1
240,1
2,12
21,2
73,5
91,4
107,4
109,4
112,1
115,1
132,5
138,1
143,1
199,1
206,4
212,9
213,1
214,1
216,1
219,3
2,1
105,3
115,1
134,9
210,2
219,1
224,5
226,2
21,1
73,4
91,2
102,3
103,3
115,14
117,1
132,3
134,1
192,2
212,2
213,4
214,2
216,2
219,3
115,1
138,1
197,1
203,1
225,1
103,1
135,2
137,1
140,1
144,2
209,4
103,1
43,1
103,1
104,3
109,2
126,4
130,1
172,61
173,4
186,61
202,1
214,1
218,3
219,1
225,1
229,2
230,2
242,3
248,3
249,3
259,5
260,7
262,5
11,1
116,1
125,2
136,4
137,2
144,1
108,1
116,1
123,1
148,1
114,1
150,2
209,1
94,1
114,3
117,1
137,2
141,1
145,4
146,4
150,2
192,1
11,1
85,1
96,7
110,1
120,1
147,1
149,1
151,2
192,3
200,2
206,1
239,1
246,1
262,2
283,1
285,1
142,1
146,1
99,1
112,1
124,2
145,13
150,1
200,1
203,2
219,1
227,1
229,2
230,2
285,1
151,2
192,1
147,4
149,4
151,2
120,1
143,1
147,13
199,2
204,1
214,1
227,1
246,3
114,2
142,2
148,1
3,1
4,5
5,5
13,1
85,1
87,1
118,1
119,1
126,1
173,1
188,1
231,1
3,4
13,4
85,2
87,2
118,2
119,2
254,1
3,9
13,9
118,2
119,2
178,2
254,1
3,3
4,2
5,2
13,3
126,2
173,2
231,1
3,2
4,1
5,1
13,2
85,2
87,2
190,2
198,2
233,1
3,2
13,2
85,2
87,2
118,1
119,1
169,1
3,4
13,4
85,1
87,1
118,1
119,1
143,1
192,1
193,1
3,2
13,2
85,2
87,2
193,1
3,4
4,12
5,12
13,4
118,3
119,3
152,1
207,2
220,2
3,4
4,6
5,6
13,4
118,2
119,2
126,1
155,1
173,1
188,1
3,9
4,4
5,4
13,9
118,6
119,6
154,1
156,1
234,2
3,12
4,1
5,1
13,12
118,4
119,4
158,1
162,1
276,2
3,9
13,9
85,1
87,1
118,3
119,3
143,2
159,1
163,1
192,1
3,2
13,2
143,1
164,1
273,1
277,2
3,7
13,7
153,1
165,1
278,2
3,14
13,14
98,2
118,1
119,1
154,1
166,1
178,3
196,2
227,2
229,1
3,5
13,5
43,1
118,1
119,1
154,1
167,1
178,5
251,1
260,6
3,2
4,2
5,2
13,3
43,1
126,5
138,3
173,5
3,2
13,2
126,3
138,1
143,1
173,3
13,5
118,3
173,1
178,2
195,1
259,1
13,2
126,1
186,1
203,1
218,10
219,4
5,1
13,28
43,1
96,2
99,4
112,7
119,1
120,3
126,3
178,3
185,3
186,2
202,2
204,4
205,2
206,1
207,6
208,2
217,2
221,1
227,1
241,2
248,28
258,3
260,8
262,1
3,1
4,8
5,8
13,1
43,1
118,3
119,3
134,1
143,1
188,5
192,1
5,17
13,2
119,6
120,1
188,7
3,10
13,10
85,1
87,1
247,1
3,14
13,14
118,1
119,1
176,1
178,1
227,2
3,2
13,2
138,1
177,1
184,1
221,1
222,1
255,1
256,2
257,1
258,1
259,1
260,1
3,3
4,2
5,2
13,3
118,1
119,1
134,1
174,1
197,1
238,1
3,4
4,5
5,5
13,4
118,3
119,3
134,1
179,1
3,4
4,1
5,1
13,4
85,1
87,1
180,1
3,6
13,6
118,1
119,1
143,1
181,1
3,4
4,1
5,1
13,4
118,2
119,2
143,1
182,1
192,1
3,2
13,2
178,11
285,1
3,5
119,3
126,1
260,1
3,2
43,1
138,2
172,1
173,1
200,1
214,4
262,5
3,2
4,17
99,1
118,6
143,3
192,3
85,1
87,1
91,2
112,4
126,1
146,1
149,1
173,1
196,2
200,1
203,1
204,4
205,4
208,4
246,1
285,1
85,1
87,1
183,1
4,1
5,1
85,1
87,1
156,16
157,2
161,6
162,23
169,1
180,2
205,2
208,2
231,22
233,9
234,1
238,4
246,1
26,1
38,1
79,1
80,1
81,1
82,1
85,6
87,6
89,1
95,1
112,3
172,4
175,1
186,4
187,1
196,5
204,3
205,2
208,2
214,5
218,1
219,5
225,3
227,2
243,1
244,1
248,1
249,1
253,1
296,1
297,1
87,1
99,1
104,1
108,1
114,1
143,1
146,3
151,1
203,1
226,4
261,2
118,1
119,1
126,7
138,1
173,7
9,1
112,2
118,1
119,1
146,1
149,1
196,5
204,2
245,2
284,2
118,1
119,1
185,1
205,3
208,3
4,1
5,1
146,1
149,1
194,1
227,1
245,1
284,2
4,6
5,6
134,3
201,2
4,1
5,1
134,1
155,1
156,2
160,1
161,23
179,3
180,3
220,1
231,9
233,1
238,6
246,1
96,1
99,1
112,3
124,2
150,1
206,1
226,1
229,1
120,1
149,1
150,1
151,2
188,1
199,5
203,5
205,1
208,1
245,1
284,1
124,1
134,2
146,1
149,1
152,1
160,1
161,1
179,1
197,3
199,1
220,1
231,1
239,1
246,1
283,1
104,1
112,1
124,1
138,3
173,1
204,1
99,1
124,5
143,2
150,4
151,3
192,6
200,4
206,1
227,1
229,3
245,1
284,1
124,4
202,1
216,3
219,1
227,1
96,1
120,2
143,2
195,1
208,4
226,2
227,2
251,1
120,1
123,2
140,2
143,3
149,1
151,1
205,1
208,1
99,1
214,1
218,1
96,4
99,1
171,1
205,5
226,1
227,2
11,3
14,3
21,1
64,1
76,1
107,1
21,1
131,2
133,1
194,4
196,4
212,2
86,2
131,3
133,3
138,1
236,3
68,1
90,2
131,3
133,2
138,1
237,3
9,1
10,4
49,1
91,1
131,1
172,22
194,2
196,7
211,1
215,1
218,11
9,1
48,1
73,1
134,2
194,2
196,2
240,1
64,1
114,1
150,1
192,3
94,1
150,1
216,2
240,1
172,1
186,1
214,1
219,1
10,1
43,1
68,1
91,3
186,22
194,1
196,7
211,3
215,4
134,1
146,1
149,1
161,1
179,8
180,18
188,1
197,8
201,1
205,2
208,2
231,4
233,1
238,19
246,2
283,1
173,1
188,1
205,3
257,1
98,1
167,1
168,1
178,2
188,3
205,1
208,1
285,1
105,1
113,3
68,2
102,1
130,1
64,1
205,2
207,3
217,5
195,1
200,2
203,2
205,1
208,1
229,5
230,3
98,1
154,16
166,1
167,23
168,23
177,2
200,1
203,1
254,7
285,1
227,2
230,6
227,1
229,5
157,16
158,2
162,6
163,23
169,9
181,1
182,3
193,1
205,4
208,4
231,7
233,22
234,1
239,2
246,2
43,1
126,4
138,1
173,4
112,1
162,1
169,4
180,11
181,8
204,1
205,1
208,1
233,4
238,1
239,4
246,4
263,15
264,6
285,1
158,16
159,2
163,6
169,22
170,1
182,2
193,9
233,7
246,4
276,1
9,1
94,1
10,1
88,1
190,2
198,2
143,4
192,2
205,2
208,2
238,1
246,1
283,1
217,1
96,1
96,1
143,5
192,10
284,2
285,1
143,2
205,1
208,1
245,1
172,1
186,1
280,1
249,1
248,1
153,16
154,2
166,23
177,3
254,22
278,1
285,1
196,1
205,2
208,2
221,3
246,1
257,3
126,4
138,2
173,4
178,4
126,1
138,2
173,1
171,1
229,5
230,1
258,1
126,1
171,1
185,1
208,3
221,1
229,4
230,5
256,1
260,1
126,1
173,1
126,4
173,4
126,1
173,1
126,5
173,5
126,3
173,3
126,2
173,2
153,2
165,1
247,2
254,9
275,16
278,1
279,7
285,1
159,16
163,1
164,23
169,7
170,9
189,3
193,22
246,3
271,2
276,1
279,1
170,1
164,1
170,22
189,2
193,7
246,5
271,16
273,2
277,1
279,9
285,1
170,1
165,23
170,7
247,3
254,1
273,16
275,2
277,1
279,22
285,1
279,1
163,1
169,9
182,8
183,8
193,4
246,4
264,15
265,15
266,6
285,1
164,1
165,1
170,4
189,8
193,9
246,10
266,15
267,15
268,6
280,8
284,2
285,1
170,9
176,8
247,8
268,15
279,4
281,6
282,15
285,1
189,1
246,2
245,1
246,1
